Segment_ID,Altitude,Step_length,Turning_angle,Hierarchical_Slope_Position
2,2068.483871,44.49990373,0.87461826,0.371549519
2,2345.387097,638.3004353,-0.6349152,0.371549519
2,2378.806452,1514.803537,0.281441236,0.320422283
2,2233.935484,1611.804022,0.001361269,0.314084855
2,2053.129032,1548.462277,-0.02231543,0.270288834
2,1888.05,1436.693712,0.037525991,0.244449449
2,1743.5,1318.065675,-0.048553629,0.263276505
2,1666.897436,477.5453795,-0.145527588,0.228752789
2,1727.489796,872.6580738,0.2314326,0.234264385
2,1717.175,1359.577318,-0.141854539,0.221394507
2,1576.21875,1526.84045,-0.287915801,0.228404968
2,1384.727273,1426.012951,0.225156576,0.359177586
2,1184.548387,820.7514242,0.033790614,0.357330133
2,1140.210526,165.7038552,-1.130545809,0.371419927
2,1240.444444,189.1915085,1.13505928,0.360721366
2,1330.857143,353.4952215,0.121337783,0.371419927
2,1369.230769,701.3490095,0.722593395,0.381263329
2,1360.918367,959.4612356,-0.65330473,0.356270822
2,1322,1331.18527,0.246666868,0.326339876
2,1153.166667,325.8218166,-0.786936954,0.381851746
2,1299.367347,256.8377498,-0.150399134,0.303984437
2,1405.657895,59.97365928,-0.713712124,0.303984437
2,1502.105263,176.7936196,0.803630685,0.303984437
2,1597.55102,1202.888615,0.437481027,0.303984437
2,1465.909091,1175.171338,0.273169453,0.315853617
2,1344.117647,1333.545883,0.118933034,0.318093709
2,1139.685714,901.7471643,-0.228901595,0.313974835
2,1009.090909,342.309019,-1.131660209,0.306376087
2,1049.088235,583.8822123,-0.093632786,0.306376087
2,1054.612245,120.9567312,-0.574405154,0.269968356
2,1131,103.5657898,-0.471197372,0.269968356
2,1186.869565,308.4777809,1.605241406,0.269968356
2,1235.565217,133.564004,-1.013369339,0.269968356
2,1331.666667,95.50092407,0.258631514,0.269968356
2,1435.75,204.3565628,-0.252513175,0.264913125
2,1540.878049,199.3796614,0.182096121,0.264913125
2,1640.84375,999.3142104,1.212413814,0.264913125
2,1577.3125,1215.425202,0.234959628,0.323369931
2,1550.121212,713.4624,-0.319044771,0.373849908
2,1450.173913,62.11687528,-0.825044817,0.387339541
2,1567.769231,215.6389294,0.655729716,0.387339541
2,1644,197.139919,-0.285235082,0.387339541
2,1793.83871,197.7620561,-0.156032807,0.395827416
2,1983.516129,178.2127564,-0.185018617,0.395827416
2,2113.794118,547.0189813,0.697330128,0.395827416
2,2138.580645,1273.432188,0.527113111,0.409614337
2,2015.875,1226.856216,-0.023877279,0.418975203
2,1900.489362,1212.995869,0.054055164,0.403363555
2,1811.952381,1201.836983,-0.213162839,0.444831519
2,1639.125,1253.342712,0.179141848,0.460110006
2,1458.428571,1170.25514,0.132562519,0.473219679
2,1295.378378,907.4236562,0.941093219,0.452374555
2,1203.923077,1012.269196,0.100855417,0.315922873
2,1074.272727,1096.190381,0.001430023,0.259299634
2,947.7714286,693.5769894,0.173456547,0.357354567
2,970.6829268,298.7663556,0.260306331,0.35425138
2,1136,140.5963452,-3.007804873,0.35425138
2,1365.447368,58.91072497,-1.344375957,0.35425138
2,1564.804878,189.3791313,1.144992181,0.35425138
2,1758.891892,100.5386864,0.592675463,0.35425138
2,1920.738462,140.3211612,0.611657253,0.35425138
2,2022,318.0208863,-0.398347216,0.35425138
2,2125,760.8998897,0.679334954,0.37761939
2,2090.411765,1316.900782,-0.144368916,0.337637257
2,2002.808511,1265.151281,0.35945802,0.283893348
2,1883.897959,1224.566682,0.090323326,0.311151497
2,1762.428571,1213.839499,0.491167713,0.345132005
2,1572,751.07149,1.061233902,0.346918866
2,1579.027027,152.4916048,1.158390883,0.378767328
2,1746.805556,91.7852053,-0.194763435,0.378767328
2,1920.707317,83.59476588,1.773195041,0.378767328
2,2065,173.1491995,0.707842197,0.378767328
2,2155.324324,1093.097425,0.909535232,0.378767328
2,2069.352941,1254.84543,0.053110182,0.38530252
2,1915.142857,1053.247209,0.05359325,0.296509058
2,1818.372093,1062.346155,0.2042943,0.281897946
2,1733.128205,1199.865639,-0.365232313,0.289143315
2,1626.548387,1280.626254,-0.283698911,0.286276572
2,1508.085714,1237.593895,0.164506883,0.294168754
2,1389.304348,1264.665874,0.184584921,0.340445727
2,1235.7,986.4662907,0.104265046,0.337218208
2,1180.309524,268.7673181,0.611250937,0.346276655
2,1269,87.44568787,-1.467980527,0.346276655
2,1382,214.6020638,0.101364816,0.346276655
2,1488.487179,61.58921399,1.084986384,0.346276655
2,1583.65625,97.49236005,-1.695248382,0.346276655
2,1679.470588,309.0968056,0.929084038,0.346276655
2,1735,1026.367644,0.383074248,0.333135624
2,1726.916667,1244.800307,0.156373558,0.357808196
2,1619.183673,824.4458747,0.403811163,0.321338465
2,1563.62,191.0912699,-0.108435722,0.32611897
2,1627.3125,504.9802244,0.201063173,0.306177788
2,1626.727273,916.1683279,0.539472603,0.306177788
2,1548.666667,701.1314835,0.025615333,0.263203154
2,1522.684211,342.4970626,0.629565814,0.313906888
2,1568.470588,197.7974138,-0.783068242,0.313906888
2,1656.2,105.2911984,-0.169375158,0.313906888
2,1739.125,105.2023796,-0.679249157,0.313906888
2,1845,171.4957686,-1.280723231,0.313906888
2,1900.686275,186.7554272,1.211359808,0.313906888
2,1961.808511,84.2133048,0.328341905,0.391384593
2,2044.909091,603.6635473,-0.375581907,0.391384593
2,1995.793103,1001.380694,-0.044624025,0.391384593
2,1905.448276,1001.346696,1.07E-12,0.442283798
2,1815.103448,1162.994401,0.034366824,0.356842987
2,1701.52,1155.10169,0.08893631,0.3076008
2,1591.375,1043.27606,0.238546445,0.307186241
2,1509.3125,983.0079539,-0.325688118,0.319427146
2,1430.483871,1084.299536,-0.117426463,0.301302409
2,1282.757576,1202.782497,-0.183143123,0.286150335
2,1144.2,770.732364,-0.043374979,0.295665326
2,1145.666667,289.6660614,-0.509544316,0.286334992
2,1209.829787,173.0457557,-0.424720537,0.286334992
2,1288.511628,207.0425704,-0.092854727,0.276137134
2,1384.394737,82.59007996,0.571588128,0.276137134
2,1486.53125,187.8859989,-0.550851597,0.276137134
2,1586.5,276.4724107,0.971845306,0.276137134
2,1629.21875,622.6677883,0.593840762,0.276137134
2,1683.941176,124.0696051,-1.170352648,0.269276353
2,1770.826087,145.9193066,0.01590691,0.269276353
2,1903.324324,149.3002268,-0.617418346,0.269276353
2,2002.823529,89.96322368,0.778930479,0.269276353
2,2115.243243,244.1798742,0.008227326,0.269276353
2,2186.84375,1086.846382,0.743894155,0.288969432
2,2132.016129,1389.220037,-0.178641502,0.265152219
2,1920.367347,1395.200269,-0.01406521,0.265662978
2,1748.3125,1378.700654,-0.005828859,0.293691632
2,1572.0625,1166.676167,0.050533035,0.34187595
2,1463.636364,1128.611167,-0.042176985,0.396325675
2,1389.1875,1283.149148,0.133315632,0.459149196
2,1168.666667,1394.289464,0.36066323,0.460345677
2,1181,702.7661249,2.241927134,0.398693952
2,813.5,637.3520712,-0.215909226,0.402830812
2,720.84375,34.01409678,0.582848577,0.490178698
2,763,23.96751125,-2.402007501,0.490178698
2,704.3888889,9.679860651,0.820944316,0.490178698
2,702.9302326,10.88010383,-3.034043287,0.490178698
2,707.8979592,31.82037271,0.89152799,0.490178698
2,732.5428571,24.31821773,3.076801787,0.490178698
2,717.4354839,17.33081507,-0.079303103,0.490178698
2,697.6341463,18.29936461,-3.113693134,0.490178698
2,715.5675676,13.89076262,-2.45567255,0.490178698
3,831.075,793.4719743,0.452078423,0.441149865
3,795.5853659,451.8738291,-0.185143765,0.353505588
3,852.9090909,935.5712872,0.35203569,0.411215525
3,827.5,797.4890275,0.213020533,0.492658676
3,771,673.7278157,1.079859435,0.389481313
3,752.3239437,463.6978558,0.16439343,0.295790724
3,671.9142857,518.6270636,1.806508096,0.295790724
3,588.40625,98.18760398,2.700165186,0.310291986
3,600.4647887,131.9761981,-0.143904577,0.310291986
3,629.5263158,262.2926131,0.171408398,0.310291986
3,691.2325581,145.9909472,-0.243775284,0.295790724
3,758.9148936,142.2315682,0.048034229,0.295790724
3,786.755102,553.8387573,-0.133912524,0.295790724
3,792.5833333,575.4288389,-0.186622537,0.335267869
3,800.6388889,288.7893248,-0.228332416,0.397020235
3,836.2553191,113.864351,0.454172798,0.397020235
3,872.7346939,135.1155125,1.558167366,0.397020235
3,875.3055556,629.7087572,1.32671826,0.397020235
3,832.6724138,494.6175342,-0.220569077,0.335267869
3,843.6363636,319.227671,-0.791154406,0.335267869
3,852.2553191,459.3704207,0.872134792,0.335267869
3,776.64,463.2782903,1.091137353,0.339098973
3,741.106383,63.32259566,1.092364338,0.295790724
3,850.4545455,93.72310891,1.227410259,0.295790724
3,872.2,592.4090205,-2.748942976,0.295790724
3,843.8,412.2078926,0.327125073,0.310291986
3,783.6666667,177.7436328,1.029739329,0.310291986
3,849.4,141.1535403,1.347267194,0.310291986
3,929.8648649,329.2352983,-2.488305399,0.310291986
3,912.2631579,663.2198392,-0.374091023,0.306530527
3,807,111.3818029,1.90949371,0.345064755
3,884.4848485,271.751212,2.709984466,0.345064755
3,907.4693878,839.5805097,0.084945267,0.402270813
3,814.9411765,754.9001717,-0.002896176,0.379051556
3,751.2888889,702.2180899,-0.069284715,0.438314742
3,693.5,779.7047312,0.639291166,0.375357729
3,620.8979592,842.2374035,-0.134448512,0.268171862
3,572.7058824,369.4812376,0.079744274,0.280766863
3,518.3125,528.8939568,-0.306596583,0.280766863
3,534.3529412,497.9037946,-0.336860245,0.292841949
3,521.9166667,763.7355385,0.129344889,0.292643047
3,483.2222222,361.0887979,-1.214408503,0.296115949
3,465.4146341,232.6332423,2.357106018,0.296115949
3,474.5744681,415.8526178,-0.254156354,0.296115949
3,478.4042553,133.6889112,-2.037524082,0.297301165
3,507.9387755,18.08994023,0.076688213,0.301812114
3,474.9677419,358.6416919,-0.494004022,0.301812114
3,630.3529412,187.6935858,-2.054220576,0.301812114
3,653.1702128,138.8081833,1.967817718,0.296115949
3,769.8571429,129.6124339,-0.571185087,0.296115949
3,877.1666667,381.5004908,2.489385794,0.296115949
3,846.3061224,712.5408025,0.480077063,0.301812114
3,754.0714286,601.5793798,0.354728878,0.301812114
3,685.9090909,422.7350824,-0.635779878,0.359155748
3,623.52,325.2076724,0.01716069,0.359155748
3,622.4,162.0713472,0.395543973,0.432943801
3,639.4615385,71.05971576,1.199809682,0.435270997
3,666.9459459,231.3716926,2.240601421,0.435270997
3,753.9830508,236.9709572,0.060703574,0.359155748
3,830.6129032,471.6468385,1.493806686,0.359155748
3,787.4255319,58.79564769,1.619495311,0.432943801
4,640.4857143,25.12229048,-1.058229424,0.361566
4,684.3235294,111.6338949,-0.580818639,0.361566
4,683.4285714,387.7715795,-0.929304801,0.361566
4,667.5121951,131.8374814,-2.684726231,0.361566
4,717.625,144.684706,-0.543574686,0.361566
4,791.8,71.81371432,0.522078775,0.361566
4,879.8181818,381.7765711,2.52876297,0.361566
4,848.8235294,370.2714089,-0.20839166,0.361566
4,800.515625,886.3371118,-0.022390186,0.302043462
4,718.2647059,893.4598094,0.113282224,0.277799653
4,632.0769231,865.6980995,0.053958594,0.308128909
4,593.9361702,357.140038,0.317140659,0.297564188
4,636,124.0057993,2.938998868,0.284454306
4,677.7179487,558.6022418,2.618450505,0.300361405
4,639.7272727,485.0355887,0.041923534,0.284454306
4,679.3529412,89.64725973,-1.968373512,0.310498661
4,850.1086957,23.71058964,0.661754308,0.310498661
4,967.5263158,73.62067117,-0.190208289,0.310498661
4,1153.30137,134.4506905,-0.586659761,0.310498661
4,1318.625,469.0973229,0.934975878,0.310498661
4,1425,1202.668706,0.293559467,0.311624379
4,1276.121951,1241.734771,0.012717777,0.319511279
4,1077.027027,1249.733167,-0.037220982,0.288418256
4,866.6216216,943.6790401,-0.053172127,0.307889717
4,858.9090909,554.4384352,-0.208842732,0.394565708
4,893.3125,132.6319119,-0.757537256,0.331825543
4,1049.909091,95.36145933,-0.712898879,0.331825543
4,1214,231.2034955,0.258135468,0.308056238
4,1399,293.0897242,0.156691101,0.308056238
4,1522,1050.743279,1.231548783,0.289995971
4,1377,1134.091101,-0.043919826,0.307887178
4,1275.622222,1108.82669,0.044435577,0.396246741
4,1172.078947,1109.536494,0.306465459,0.267425018
4,1056.5,1278.136098,-0.202749664,0.234518481
4,884.375,1285.036121,-0.326860057,0.237895066
4,702.2727273,1281.011696,-0.245532418,0.303691431
4,549.5454545,321.606202,0.061936093,0.291921353
4,663.2580645,167.0520822,-0.644934833,0.291921353
4,764.3333333,252.2451897,-0.373389776,0.291921353
4,832.5454545,445.0636007,0.807808322,0.291921353
4,816.1212121,1082.236782,0.43691675,0.29474106
4,690,432.0024716,-0.521768586,0.288869477
4,821.9318182,245.6534434,-0.983535075,0.288869477
4,1028.466667,253.2392212,0.262060845,0.288869477
4,1226.34375,217.730217,-0.155724616,0.247328342
4,1375.628571,1075.518052,1.417562223,0.247328342
4,1289,1306.960608,0.25545401,0.262007529
4,1066.25,926.404937,0.219489974,0.294643529
4,1005.147059,258.9892213,-1.539150089,0.313376482
4,1161.153846,166.7625592,-0.069486021,0.300479513
4,1216.444444,123.5756366,-0.110709263,0.300479513
4,1460.684211,91.49336979,-0.702701747,0.300479513
4,1628.428571,869.9568017,2.42478202,0.300479513
4,1455.619048,1271.320066,-0.134834666,0.315212662
4,1173.774194,1164.168864,-0.137510251,0.264293328
4,1065.648649,444.0408901,0.18327031,0.282051444
4,1137.645161,261.6794169,-1.754326407,0.282051444
4,1342.205882,287.9181527,0.542952551,0.282051444
4,1473.774648,372.4470657,0.238178111,0.281483962
4,1604.617647,337.6428678,-0.29227315,0.281483962
4,1815.741935,259.0285942,-0.510755325,0.310963818
4,2033.972973,668.7904976,1.224173272,0.33362357
4,1949.367347,1384.487853,0.248560573,0.310963818
4,1657.837838,842.855475,-0.320842564,0.254717823
4,1656.181818,1065.769061,0.096922418,0.274033648
4,1624.588235,1463.144355,0.115778803,0.322641403
4,1325.95082,1397.241899,-0.153682248,0.418923413
4,1134.933333,1201.610202,0.212080812,0.412015524
4,958,1098.90064,0.049307243,0.361058988
4,847.9677419,734.0338702,0.293029027,0.327747322
4,806.6571429,232.4034104,-2.010530065,0.23548813
4,949.96,285.6811686,0.047513774,0.23548813
4,1148.220588,174.1919815,1.391861072,0.321592403
4,1161.455882,282.061773,-1.518209023,0.260684525
4,1437.6875,295.1643411,0.710553759,0.321592403
4,1605.032258,378.1162368,0.244866923,0.316937874
4,1732.769231,1314.313031,0.900510501,0.290070765
4,1590.315789,1482.130174,-0.356027584,0.242492856
4,1366.354839,1108.941147,-0.29416485,0.200475185
4,1358.540541,1016.180302,0.238262404,0.337524089
4,1249.060606,1203.897084,0.612430399,0.339011186
4,1032.5,681.5303951,0.109132272,0.34604336
4,1095.365854,249.5963082,-1.514086219,0.317720282
4,1334.647059,299.6089472,0.147059897,0.286305141
4,1533,1118.148039,0.893637819,0.286305141
4,1402.953488,955.2126698,0.123177113,0.415781024
4,1300.295455,388.3148381,-0.694925104,0.406563756
4,1479.1875,303.8991664,-0.727326442,0.407304685
4,1698.907692,390.9690671,0.363311372,0.407304685
4,1867.823529,1198.699016,1.134503349,0.414123399
4,1772.5,1516.626468,-0.293063156,0.422848491
4,1691.16129,1372.055375,0.143845685,0.400148632
4,1418.363636,1266.251345,0.095221985,0.334686021
4,1256.837209,572.2181211,0.82475443,0.381653831
4,1305.653846,237.0867107,-1.324835162,0.387316907
4,1427.818182,276.3080857,-1.012249996,0.387316907
4,1612.5625,834.1853342,2.061594164,0.387316907
4,1465.978261,500.3074306,-0.461456644,0.362500566
4,1478.6875,263.2400908,-1.278359192,0.362500566
4,1663.666667,214.0259186,-0.167050101,0.394386123
4,1792.21875,871.0798676,0.9179572,0.394386123
4,1842.897959,1391.985104,0.367856051,0.368781953
4,1570.054054,1329.021475,0.424089297,0.333277368
4,1313.625,718.7934071,-0.356015593,0.313021857
4,1409.612903,366.2359773,-0.605467088,0.313021857
4,1551.9375,988.989535,0.248411526,0.341670702
4,1465,1450.137105,0.045177877,0.301780782
4,1181.625,888.9710654,0.067837472,0.387056453
4,1084.571429,1289.258569,0.000551632,0.416917215
4,921.2631579,1193.465515,-0.139190927,0.15269782
4,807.5483871,1005.599319,-0.101844985,0.226123511
4,696.7297297,348.9777416,-0.680237025,0.341533148
4,748.2903226,228.6796029,-0.18747105,0.436335023
4,831.8648649,248.6057863,-0.265215343,0.436335023
4,985.7272727,260.3332797,-0.01093547,0.432827573
5,948.8421053,688.3992361,0.460331573,0.335936447
5,917.7291667,767.5103974,-0.1555822,0.339673352
5,970.7878788,330.9636612,-0.474961507,0.354818259
5,1176.268293,173.4327832,-0.16756276,0.354818259
5,1336.352941,128.5953749,0.648796488,0.354818259
5,1603.795918,192.7938749,-0.604047621,0.355136068
5,1907.659574,284.2417024,0.169703021,0.355136068
5,2160.375,551.1929125,0.654175584,0.355136068
5,2317.387097,1287.027128,0.646834549,0.331092273
5,2053.5,1373.598153,-0.099831371,0.347865761
5,1738.032258,1407.494709,0.142334315,0.292212682
5,1521,1409.861832,-0.136328495,0.275264037
5,1294.953488,1214.536707,-0.080421659,0.310728089
5,1201.030303,1300.831534,-0.020144325,0.304717909
5,988.255814,1184.374629,-0.062403679,0.331308285
5,857,660.186304,0.617293806,0.276965731
5,905.40625,294.6405891,-1.003236112,0.317587398
5,918.7346939,457.5020209,0.235251415,0.319942913
5,896.5,625.2751701,-0.003914345,0.337360198
5,950.875,339.6060536,-0.778405261,0.333294274
5,1115.272727,371.2555671,-0.139024595,0.333294274
5,1262.627907,354.509229,-0.039223517,0.301292688
5,1401.6,362.778337,-0.001353995,0.301292688
5,1550.911765,246.0378159,-0.079187709,0.303589004
5,1743,351.4846694,0.175041904,0.303589004
5,1988.096774,423.2027332,-0.174582619,0.303589004
5,2152.611111,703.5690433,0.526307063,0.300249837
5,2242.327869,1220.619731,0.243804306,0.292797704
5,2238,1433.409787,0.086880483,0.326755152
5,2119.108108,1506.594352,0.234178255,0.32064714
5,1781.153846,1193.868936,-0.148999938,0.335870617
5,1683.756757,810.2361588,-0.790339108,0.399702008
5,1826,410.3816689,-0.392917631,0.37875011
5,2037.83871,422.5155608,0.175889682,0.352611869
5,2226.8,811.8710894,0.942483649,0.352611869
5,2271.5,1288.32113,0.096467564,0.366126387
5,2201.111111,1397.511981,0.19813734,0.382410262
5,1838.9375,1236.830094,0.106316395,0.320039746
5,1678.277778,999.7023104,0.247191127,0.323646577
5,1650.461538,539.798849,-0.489643193,0.314312038
5,1783.651163,178.6404973,-1.012911645,0.248200652
5,1981.27027,249.4362121,0.024755497,0.248200652
5,2142.511111,1153.148434,1.038149746,0.248200652
5,2034.806452,1057.188575,0.196741399,0.228588571
5,1961.315789,383.915332,-1.379732814,0.225398976
5,2173.926829,641.8418118,0.800947043,0.230788914
5,2258.27907,1393.910021,0.419515255,0.322201657
5,2153.692308,1517.812964,-0.175500126,0.341939664
5,1835.4375,1169.99879,-0.189790008,0.348841613
5,1741.291667,647.8318066,-0.14610427,0.372917563
5,1831.55814,265.2026911,-0.376545588,0.397678025
5,2029.787879,359.600542,-0.889728198,0.383222619
5,2102.4,1293.005333,1.582523222,0.349176883
5,2179.176471,1432.761252,-0.028468828,0.382002367
5,1996.6,1419.152739,-0.123086871,0.39004598
5,1858.324324,1315.747609,-0.058930289,0.391470538
5,1787.736842,1424.618717,0.161033773,0.435554515
5,1569.962264,1275.157962,0.017654234,0.436817981
5,1446.588235,1110.521383,0.576787449,0.385542255
5,1283.789474,290.0005941,-0.510729041,0.295798179
5,1347.393939,1012.562745,0.292687652,0.295798179
5,1260.381818,933.2901523,-0.269184582,0.295383939
5,1240.034483,431.2313094,-1.046743847,0.33511465
5,1363,412.2968518,0.030332193,0.313222819
5,1667.069767,385.1428741,0.295947078,0.303077933
5,1642,369.4466837,-0.356848471,0.303077933
5,1819.636364,400.2765554,0.364766663,0.33754723
5,1882.52,999.4741756,0.500495587,0.33754723
5,1825.53125,1378.385459,-0.111937417,0.319330663
5,1694.828571,1350.03398,0.060367155,0.272551939
5,1517.307692,1059.570992,-0.026742805,0.246223728
5,1492.363636,1214.443712,0.152080771,0.243564107
5,1463.526316,1485.503465,-0.08105214,0.296327403
5,1225.325581,663.4360044,-0.144764214,0.310929386
5,1355.764706,386.9275126,-0.792534277,0.328456069
5,1506.947368,599.7083323,0.743355736,0.295306341
5,1571.324324,1209.30355,-0.074334174,0.305274186
5,1457.046875,781.0144422,0.099395909,0.295586484
5,1461.754386,363.6557628,-0.096354568,0.306152198
5,1588.741935,285.0482382,-0.488988097,0.349305555
5,1779.727273,338.0939911,0.135994077,0.349305555
5,1944.806452,512.6916809,0.283893035,0.313643206
5,1903.575758,1266.810887,0.783058495,0.313356974
5,1755.333333,1117.219638,-0.286666009,0.325445768
5,1680.483871,721.8290699,0.768126071,0.351456127
5,1705.428571,436.5759935,-0.005920232,0.326029205
5,1829.677419,381.9535251,-1.573193426,0.326029205
5,1924.064516,602.6289646,0.160340301,0.326029205
5,2025.6875,1357.741685,0.451775156,0.32756738
5,1908.878049,1576.051528,-0.00815473,0.342824215
5,1668.558824,1450.031335,0.14092338,0.360540371
5,1462.333333,1108.521084,0.012659978,0.35028153
5,1444.530303,458.3128553,-0.748399081,0.332197729
5,1536.348485,452.0827157,0.189679698,0.32331574
5,1691.666667,1023.731477,0.047020585,0.32331574
5,1718.666667,876.0029501,-0.016442362,0.391925058
5,1795.081081,559.2408442,-0.217781664,0.36137689
5,1943.333333,403.9276268,-0.084573597,0.386377387
5,2116.705882,270.2809556,0.068709629,0.386377387
5,2269.5,389.1441543,0.158096958,0.361927219
5,2410.612903,1181.481377,0.573058111,0.361927219
5,2304.314815,1438.02963,0.092270674,0.382577668
5,2116.571429,1254.010736,-0.107894026,0.362320313
5,1991.657143,641.8348957,-0.364231144,0.323844128
5,2126.25,1312.497043,0.168803493,0.315973829
5,1964.367347,1465.536246,0.055436464,0.374499005
5,1748.432432,938.1465279,0.193752396,0.394722139
5,1676.223881,563.4308488,-0.442819792,0.376147437
5,1748.857143,573.974006,-0.277159364,0.373602021
5,1813.117647,1079.674661,0.649455922,0.348710665
5,1764.944444,1166.93584,0.212224843,0.395969934
5,1687.961538,1555.981839,-0.334750203,0.319006952
5,1411.439024,1500.849132,0.016622886,0.2678774
5,1211.736842,1374.593077,0.11034179,0.305798504
5,1037.882353,1414.744267,-0.12037316,0.262256956
5,854.3953488,1363.431742,-0.01636217,0.37233513
5,716.5294118,1393.869576,0.182984687,0.3007533
5,584.6969697,1246.866713,0.343906305,0.309182262
5,504.84375,670.9115363,0.128398583,0.320639783
5,526.4102564,422.0166107,-0.211499868,0.320639783
5,566.8,873.1051536,0.58601158,0.280528558
5,523.5135135,623.3139806,-1.030748927,0.240562677
5,511.7297297,760.9607979,0.358397195,0.241865759
5,489.0638298,388.0055451,-0.610113224,0.306888275
5,556.4571429,346.4241851,-0.212133028,0.306888275
5,667.3333333,290.3157856,0.062946723,0.332427176
5,781,410.2577602,0.105377199,0.332427176
5,882.7837838,554.4750314,0.005251585,0.366152993
5,997.2307692,648.4713685,-0.070536274,0.314837176
5,1059.365854,465.0304471,-0.08951488,0.341184926
5,1148.4375,794.6867763,0.374355306,0.341184926
5,1200.212121,1086.981077,0.166841326,0.344026341
5,1099.272727,1212.834263,-0.072325976,0.36081995
5,974.7096774,873.9655336,-0.206946732,0.30982006
5,883,372.9716034,-0.013296875,0.261295732
5,957.8125,372.5249594,0.947100772,0.272776842
5,995.9090909,101.0133651,-1.924108924,0.307348802
5,1013.741935,313.6304376,0.780784427,0.307348802
5,1177.615385,333.1443965,-0.076765825,0.307348802
5,1279.588235,1003.481328,1.098595109,0.302780915
5,1196.898551,1211.351907,0.031376983,0.361086388
5,1014.078947,849.5867411,-0.123813091,0.36284821
5,929,227.2897919,0.129249898,0.324619181
5,969.5294118,726.5449702,-0.767452791,0.324619181
5,979.575,1224.636383,0.108435492,0.293406433
5,854.3333333,1243.175314,-0.14702667,0.304013034
5,757.4102564,1190.721776,0.159758162,0.308857016
5,637.8153846,776.5128442,0.176643897,0.272981096
5,607.7352941,166.7576749,-0.703748698,0.275531425
5,623.5789474,293.9735382,-0.400071294,0.275531425
5,661.175,183.3727524,-0.125393809,0.275531425
5,692.05,662.6209982,0.5902427,0.323655592
